user_21631	news_pheme_26	610.0
user_35037	news_pheme_26	27728.0
user_22218	news_E496	3146511.0
user_11969	news_E496	3215615.0
user_19324	news_E496	3219299.0
user_24222	news_E496	3221747.0
user_5727	news_E496	3221780.0
user_6580	news_E496	3221859.0
user_41213	news_E496	3223047.0
user_23434	news_E496	3224593.0
user_22832	news_E496	3226267.0
user_42737	news_E496	3227609.0
user_47439	news_E496	3231806.0
user_23118	news_E496	3232462.0
user_22218	news_E496	3238306.0
user_1703	news_E496	3260727.0
user_47439	news_E496	3275415.0
user_22218	news_E496	3277657.0
user_30798	news_politifact14998	2041813.0
user_14863	news_pheme_280	1432.0
user_34813	news_pheme_280	3378.0
user_41057	news_politifact14750	12088.0
user_9970	news_politifact14750	12302.0
user_40679	news_politifact14750	15521.0
user_1867	news_politifact14750	22813.0
user_44724	news_politifact14750	24451.0
user_52152	news_politifact14750	29180.0
user_25274	news_politifact14750	34746.0
user_13311	news_politifact14750	41610.0
user_54278	news_politifact14750	83628.0
user_10748	news_politifact14750	115727.0
user_51569	news_politifact14756	517899.0
user_51569	news_politifact14756	799506.0
user_29858	news_politifact14756	825835.0
user_14847	news_E425	1576173.0
user_19686	news_E425	1578823.0
user_5188	news_E425	1579929.0
user_43242	news_E425	1670465.0
user_5928	news_E425	1684508.0
user_41167	news_politifact14835	2770.0
user_7688	news_politifact14835	3488.0
user_52168	news_politifact14835	3868.0
user_40603	news_politifact14835	9516.0
user_51248	news_politifact14835	12530.0
user_46266	news_politifact14835	43730.0
user_38115	news_politifact14835	82713.0
user_19919	news_politifact14644	617690.0
user_28292	news_politifact14644	767775.0
user_37782	news_politifact14644	873349.0
user_48870	news_politifact14644	874161.0
user_38236	news_politifact14644	1459405.0
user_49644	news_politifact14644	2585413.0
user_49419	news_E324	0.0
user_24908	news_E324	21127.0
user_29233	news_E324	88261.0
user_3932	news_E324	239021.0
user_16879	news_politifact15037	7627.0
user_50683	news_politifact15037	8497.0
user_46273	news_politifact15037	8506.0
user_15824	news_politifact15037	10038.0
user_20220	news_politifact15037	11941.0
user_5085	news_politifact15037	15360.0
user_48686	news_politifact15037	15718.0
user_32241	news_politifact15037	16202.0
user_17042	news_politifact15037	17008.0
user_52693	news_politifact15037	17491.0
user_38763	news_politifact15037	17639.0
user_30963	news_politifact15037	24122.0
user_42789	news_politifact15037	24172.0
user_25266	news_politifact15037	24745.0
user_3357	news_politifact15037	25076.0
user_18776	news_politifact15037	26521.0
user_11116	news_politifact15037	27298.0
user_34801	news_politifact15037	27359.0
user_52899	news_politifact15037	27521.0
user_5519	news_politifact15037	27654.0
user_41094	news_politifact15037	27990.0
user_13344	news_politifact15037	28473.0
user_28998	news_politifact15037	30312.0
user_2078	news_politifact15037	30668.0
user_52055	news_politifact15037	30695.0
user_36019	news_politifact15037	31215.0
user_51291	news_politifact15037	31978.0
user_52379	news_politifact15037	32885.0
user_6823	news_politifact15037	33731.0
user_29697	news_politifact15037	34405.0
user_4030	news_politifact15037	36194.0
user_38081	news_politifact15037	36224.0
user_52561	news_politifact15037	39309.0
user_53162	news_politifact15037	40189.0
user_45994	news_politifact15037	50570.0
user_47995	news_politifact15037	52930.0
user_5697	news_politifact15037	54756.0
user_50993	news_politifact15037	54837.0
user_36075	news_politifact15037	55123.0
user_12973	news_politifact15037	55203.0
user_37215	news_politifact15037	56715.0
user_22152	news_politifact15037	56897.0
user_10239	news_politifact15037	57681.0
user_5697	news_politifact15037	57706.0
user_24938	news_politifact15037	58323.0
user_16193	news_politifact15037	59165.0
user_32856	news_politifact15037	59799.0
user_51771	news_politifact15037	60341.0
user_50935	news_politifact15037	60480.0
user_50647	news_politifact15037	61151.0
user_48586	news_politifact15037	62821.0
user_49148	news_politifact15037	63037.0
user_16503	news_politifact15037	65698.0
user_37781	news_politifact15037	66088.0
user_36422	news_politifact15037	67875.0
user_7851	news_politifact15037	68394.0
user_17838	news_politifact15037	68535.0
user_10255	news_politifact15037	68638.0
user_52272	news_politifact15037	68802.0
user_41693	news_politifact15037	69131.0
user_30288	news_politifact15037	69737.0
user_25539	news_politifact15037	69821.0
user_34707	news_politifact15037	70442.0
user_46652	news_politifact15037	70920.0
user_44085	news_politifact15037	71752.0
user_40554	news_politifact15037	72530.0
user_48942	news_politifact15037	75961.0
user_49250	news_politifact15037	76662.0
user_28690	news_politifact15037	77692.0
user_50667	news_politifact15037	77763.0
user_48676	news_politifact15037	77988.0
user_53116	news_politifact15037	78646.0
user_40213	news_politifact15037	79302.0
user_10176	news_politifact15037	81068.0
user_35464	news_politifact15037	81149.0
user_19252	news_politifact15037	82988.0
user_264	news_politifact15037	83640.0
user_5944	news_politifact15037	85685.0
user_7844	news_politifact15037	86011.0
user_22720	news_politifact15037	87849.0
user_53894	news_politifact15037	89684.0
user_18086	news_politifact15037	91984.0
user_53005	news_politifact15037	92071.0
user_2779	news_politifact15037	102925.0
user_38586	news_politifact15037	118774.0
user_38412	news_politifact15037	123398.0
user_49421	news_politifact15037	132666.0
user_7845	news_politifact15037	134019.0
user_38080	news_politifact15037	137462.0
user_38402	news_politifact15037	145184.0
user_48351	news_politifact15037	147877.0
user_42869	news_politifact15037	171554.0
user_13190	news_politifact15037	171981.0
user_43127	news_politifact15037	187713.0
user_31730	news_politifact15037	191741.0
user_45609	news_politifact15037	254218.0
user_4506	news_politifact15037	266754.0
user_48641	news_politifact15037	311314.0
user_51901	news_politifact15037	341361.0
user_4287	news_politifact15037	22279208.0
user_13422	news_pheme_160	0.0
user_31791	news_pheme_160	213.0
user_35580	news_pheme_160	248.0
user_30550	news_pheme_160	263.0
user_30550	news_pheme_160	446.0
user_16445	news_pheme_160	549.0
user_49809	news_pheme_160	632.0
user_11727	news_pheme_160	2572.0
user_17295	news_pheme_160	4454.0
user_44783	news_pheme_160	6471.0
user_6848	news_E488	1305926.0
user_19119	news_E380	5027454.0
user_6119	news_E380	5027568.0
user_12989	news_E380	5039723.0
user_22299	news_E380	5048192.0
user_9093	news_E380	5073813.0
user_13342	news_E380	5075070.0
user_50775	news_E380	5075071.0
user_6664	news_E380	5075072.0
user_14210	news_E380	5075074.0
user_1083	news_E380	5075074.0
user_27708	news_E380	5082039.0
user_3477	news_E380	5085575.0
user_9589	news_E380	5085944.0
user_34827	news_E380	5086094.0
user_8561	news_pheme_319	0.0
user_39250	news_pheme_319	46.0
user_30470	news_pheme_319	251.0
user_24447	news_pheme_319	429.0
user_5820	news_pheme_319	651.0
user_6225	news_pheme_319	1026.0
user_11165	news_pheme_319	4567.0
user_47328	news_pheme_319	6584.0
user_21538	news_pheme_319	7528.0
user_23651	news_pheme_319	10120.0
user_391	news_E269	3136557.0
user_26762	news_E269	3292816.0
user_14437	news_politifact14884	23349069.0
user_24109	news_politifact14884	23426755.0
user_40830	news_politifact14884	23426952.0
user_32904	news_politifact14884	23496704.0
user_49317	news_politifact14884	23701690.0
user_27353	news_E700	3873788.0
user_17960	news_E700	3903350.0
user_40268	news_E700	3909464.0
user_13637	news_E700	3968905.0
user_16228	news_E700	3991895.0
user_5461	news_E700	3998992.0
user_2045	news_E700	3999086.0
user_5310	news_E700	3999332.0
user_21556	news_E700	4024516.0
user_16239	news_E700	4056199.0
user_54386	news_E331	4115565.0
user_36404	news_E331	4892617.0
user_46685	news_E331	5090438.0
user_51989	news_E331	5322987.0
user_25321	news_E331	5497682.0
user_23396	news_E331	5503787.0
user_5983	news_politifact15579	27381.0
user_51229	news_politifact15579	114666.0
user_22601	news_pheme_27	39.0
user_24661	news_pheme_27	26624.0
user_38844	news_pheme_273	324.0
user_49858	news_pheme_273	4189.0
user_50557	news_pheme_273	34575.0
user_9093	news_E82	1330945.0
user_9644	news_E82	1330946.0
user_50775	news_E82	1330947.0
user_14210	news_E82	1330947.0
user_6664	news_E82	1330948.0
user_1083	news_E82	1330949.0
user_12641	news_E82	1330950.0
user_42362	news_E418	191427.0
user_23836	news_politifact14856	3134.0
user_26535	news_politifact14856	69366.0
user_51716	news_politifact14856	114629.0
user_27940	news_politifact14856	121067.0
user_4280	news_politifact14856	121322.0
user_17196	news_politifact14856	122853.0
user_29464	news_politifact14856	124191.0
user_12973	news_politifact14856	154964.0
user_1654	news_politifact14856	155298.0
user_3326	news_politifact14856	158634.0
user_42582	news_politifact14856	158787.0
user_4556	news_politifact14856	163117.0
user_44064	news_politifact14856	170150.0
user_52402	news_politifact14856	180166.0
user_44467	news_politifact14856	182639.0
user_49167	news_politifact14856	194611.0
user_52802	news_politifact14856	275166.0
user_43832	news_politifact14856	288525.0
user_16113	news_politifact14856	288687.0
user_30513	news_politifact14856	331308.0
user_54223	news_politifact14856	590552.0
user_53571	news_politifact14856	713270.0
user_17422	news_politifact14856	1536868.0
user_23305	news_politifact14856	24326238.0
user_4246	news_politifact14596	516.0
user_30536	news_politifact14596	837.0
user_26759	news_politifact14596	1162.0
user_49283	news_politifact14596	4440.0
user_50455	news_politifact14596	21983.0
user_22342	news_politifact14596	26113.0
user_51282	news_politifact14596	46607.0
user_40539	news_politifact14596	47567.0
user_4230	news_politifact14949	4605450.0
user_50879	news_politifact14949	4607074.0
user_49470	news_politifact14949	4607190.0
user_26309	news_politifact14949	4607277.0
user_10914	news_politifact14949	4607316.0
user_20388	news_politifact14949	4607317.0
user_1931	news_politifact14949	4607431.0
user_5461	news_politifact14949	4607443.0
user_7237	news_politifact14949	4616760.0
user_49156	news_politifact14949	4616881.0
user_47029	news_politifact14949	4621371.0
user_49199	news_politifact14949	4621886.0
user_5461	news_politifact14949	4629253.0
user_36836	news_politifact14949	4641391.0
user_7341	news_politifact14949	4660272.0
user_40715	news_politifact14949	4661866.0
user_5461	news_politifact14949	4744202.0
user_53602	news_politifact14949	4853678.0
user_39984	news_E384	4671261.0
user_15348	news_E249	71.0
user_25069	news_E249	79.0
user_25070	news_E249	263.0
user_21100	news_E249	552.0
user_189	news_E249	1327.0
user_582	news_E249	1886.0
user_39148	news_E249	3250.0
user_10050	news_E249	5139.0
user_28443	news_E249	8499.0
user_19374	news_pheme_231	0.0
user_2648	news_pheme_88	333.0
user_6235	news_pheme_88	3303.0
user_8995	news_pheme_88	4219.0
